☑️,ID,Parent ID,Уровень,Путь в иерархии,Название категории,URL,Товаров,В наличии,SEO статус,AI статус,Обновлено,Админка
false,9069711,,0,Каталог,Каталог,/collection/katalog,4629,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9069711
false,49965425,9069711,1,Каталог > ТЕСТ подкатегория,  └─ ТЕСТ подкатегория,/collection/test-podkategoriya,0,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/49965425
false,49965905,49965425,2,Каталог > ТЕСТ подкатегория > Новые лорнеты,    └─ Новые лорнеты,/collection/novye-lornety,0,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/49965905
false,49965577,9069711,1,Каталог > лорнет,  └─ лорнет,/collection/lornet,0,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/49965577
false,12050915,9069711,1,Каталог > Товары на маркетплейс,  └─ Товары на маркетплейс,/collection/gifts,1,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/12050915
false,9175197,9069711,1,Каталог > Бинокли,  └─ Бинокли,/collection/binokli,1010,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9175197
false,9071617,9175197,2,Каталог > Бинокли > Для охоты,    └─ Для охоты,/collection/ohota-i-rybalka,854,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071617
false,30043413,9071617,1,Каталог > Бинокли > Для охоты > Бинокли для ходовой охоты,  └─ Бинокли для ходовой охоты,/collection/binokli-dlya-hodovoy-ohoty,68,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30043413
false,30043415,9071617,1,Каталог > Бинокли > Для охоты > Бинокли для горной охоты,  └─ Бинокли для горной охоты,/collection/binokli-dlya-gornoy-ohoty,47,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30043415
false,21337133,9071617,1,Каталог > Бинокли > Для охоты > Бинокли ночного видения для охоты,  └─ Бинокли ночного видения для охоты,/collection/binokli-nochnogo-videniya-dlya-ohoty,27,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21337133
false,9175207,9175197,2,Каталог > Бинокли > Туристические,    └─ Туристические,/collection/turisticheskie-binokli,363,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9175207
false,9071609,9175197,2,Каталог > Бинокли > Армейские,    └─ Армейские,/collection/armeyskie,264,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071609
false,21214433,9071609,1,Каталог > Бинокли > Армейские > Тактические бинокли,  └─ Тактические бинокли,/collection/takticheskie-binokli,48,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21214433
false,21234150,9071609,1,Каталог > Бинокли > Армейские > Артиллерийские бинокли,  └─ Артиллерийские бинокли,/collection/artilleriyskie-binokli,52,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21234150
false,21234156,9071609,1,Каталог > Бинокли > Армейские > Военные бинокли с дальномером,  └─ Военные бинокли с дальномером,/collection/voennye-binokli-s-dalnomerom,32,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21234156
false,21214473,9071609,1,Каталог > Бинокли > Армейские > Российские военные бинокли,  └─ Российские военные бинокли,/collection/voennye-binokli-rossiyskogo-proizvodstva,69,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21214473
false,30810992,9071609,1,Каталог > Бинокли > Армейские > Бинокли для СВО,  └─ Бинокли для СВО,/collection/binokli-dlya-svo,114,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30810992
false,30811111,9071609,1,Каталог > Бинокли > Армейские > Бинокли на шлем,  └─ Бинокли на шлем,/collection/binokli-na-shlem,13,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30811111
false,30811699,9071609,1,Каталог > Бинокли > Армейские > Бинокли для снайпера,  └─ Бинокли для снайпера,/collection/binokli-dlya-snaypera,29,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30811699
false,9071624,9175197,2,Каталог > Бинокли > Театральные,    └─ Театральные,/collection/teatralnye,67,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071624
false,21304578,9071624,1,Каталог > Бинокли > Театральные > Бинокли-лорнеты,  └─ Бинокли-лорнеты,/collection/binokli-lornet,12,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21304578
false,9071623,9175197,2,Каталог > Бинокли > Морские,    └─ Морские,/collection/morskie,50,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071623
false,9071622,9175197,2,Каталог > Бинокли > Детские,    └─ Детские,/collection/detskie,77,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071622
false,9071615,9175197,2,Каталог > Бинокли > Астрономические,    └─ Астрономические,/collection/astronomicheskie,59,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071615
false,9071619,9175197,2,Каталог > Бинокли > С дальномером,    └─ С дальномером,/collection/s-dalnomerom,26,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071619
false,21276443,9071619,1,Каталог > Бинокли > С дальномером > С баллистическим калькулятором,  └─ С баллистическим калькулятором,/collection/binokli-s-dalnomerom-i-ballisticheskim-kalkulyatorom,3,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21276443
false,9071625,9175197,2,Каталог > Бинокли > Мощные,    └─ Мощные,/collection/moschnye,291,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071625
false,9071632,9175197,2,Каталог > Бинокли > Полевые,    └─ Полевые,/collection/polevye-binokli,376,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071632
false,21281897,9175197,2,Каталог > Бинокли > С переменной кратностью,    └─ С переменной кратностью,/collection/binokli-peremennoy-kratnosti,59,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21281897
false,15374532,9175197,2,Каталог > Бинокли > Профессиональные,    └─ Профессиональные,/collection/professionalnye,151,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/15374532
false,9071626,9175197,2,Каталог > Бинокли > Недорогие,    └─ Недорогие,/collection/nedorogie,147,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071626
false,21291853,9175197,2,Каталог > Бинокли > Водонепроницаемые,    └─ Водонепроницаемые,/collection/binokli-vodonepronitsaemye,298,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21291853
false,21291860,21291853,3,Каталог > Бинокли > Водонепроницаемые > С азотным заполнением,      └─ С азотным заполнением,/collection/binokli-s-azotom,405,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21291860
false,21234182,9175197,2,Каталог > Бинокли > Для рыбалки,    └─ Для рыбалки,/collection/binokli-dlya-rybalki,94,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21234182
false,21281888,9175197,2,Каталог > Бинокли > Спортивные,    └─ Спортивные,/collection/binokli-sportivnye,135,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21281888
false,9175208,9175197,2,Каталог > Бинокли > С автофокусом,    └─ С автофокусом,/collection/avtofokus,27,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9175208
false,21289079,9175197,2,Каталог > Бинокли > Широкоугольные,    └─ Широкоугольные,/collection/binokli-shirokougolnye,87,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21289079
false,9071620,9175197,2,Каталог > Бинокли > С зумом,    └─ С зумом,/collection/s-zoom,83,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9071620
false,21752437,9175197,2,Каталог > Бинокли > С дальномерной сеткой,    └─ С дальномерной сеткой,/collection/binokli-s-dalnomernoy-setkoy,33,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21752437
false,21752486,9175197,2,Каталог > Бинокли > С угломерной сеткой,    └─ С угломерной сеткой,/collection/binokli-s-uglomernoy-setkoy,21,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21752486
false,9191558,9175197,2,Каталог > Бинокли > Компактные,    └─ Компактные,/collection/kompaktnye-roof,113,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/9191558
false,11994994,9175197,2,Каталог > Бинокли > Российские,    └─ Российские,/collection/rossiyskie,192,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/11994994
false,30810643,9175197,2,Каталог > Бинокли > Для наблюдения за птицами,    └─ Для наблюдения за птицами,/collection/binokli-dlya-nablyudeniya-za-ptitsami,77,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30810643
false,30811721,9175197,2,Каталог > Бинокли > Для города,    └─ Для города,/collection/binokli-dlya-goroda,56,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30811721
false,30811859,9175197,2,Каталог > Бинокли > С просветленной оптикой,    └─ С просветленной оптикой,/collection/binokli-s-prosvetlennoy-optikoy,135,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30811859
false,30812027,9175197,2,Каталог > Бинокли > Для сафари,    └─ Для сафари,/collection/binokli-dlya-safari,85,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30812027
false,30812085,9175197,2,Каталог > Бинокли > Бинокли Bak-4,    └─ Бинокли Bak-4,/collection/binokli-bak-4,494,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/30812085
false,21304604,9175197,2,Каталог > Бинокли > Дорогие бинокли,    └─ Дорогие бинокли,/collection/dorogie-binokli,62,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21304604
false,21234220,9175197,2,Каталог > Бинокли > Бинокли металлические,    └─ Бинокли металлические,/collection/binokli-metallicheskie,239,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21234220
false,21265156,9175197,2,Каталог > Бинокли > Золотые бинокли,    └─ Золотые бинокли,/collection/zolotye-binokli,19,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21265156
false,21265153,9175197,2,Каталог > Бинокли > Красные бинокли,    └─ Красные бинокли,/collection/krasnye-binokli,18,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21265153
false,21265201,9175197,2,Каталог > Бинокли > Черные бинокли,    └─ Черные бинокли,/collection/chernye-binokli,182,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21265201
false,21265192,9175197,2,Каталог > Бинокли > Бинокли синие,    └─ Бинокли синие,/collection/binokli-sinie,26,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21265192
false,21265185,9175197,2,Каталог > Бинокли > Бинокли белые,    └─ Бинокли белые,/collection/binokli-belye,17,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21265185
false,21265180,9175197,2,Каталог > Бинокли > Бинокли камуфляжные,    └─ Бинокли камуфляжные,/collection/binokli-kamuflyazhnye,65,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21265180
false,21265169,9175197,2,Каталог > Бинокли > Бинокли зеленые,    └─ Бинокли зеленые,/collection/binokli-zelenye,84,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21265169
false,21265158,9175197,2,Каталог > Бинокли > Розовые бинокли,    └─ Розовые бинокли,/collection/rozovye-binokli,12,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21265158
false,21304610,9175197,2,Каталог > Бинокли > Бинокли PORRO,    └─ Бинокли PORRO,/collection/binokli-porro,628,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21304610
false,21328390,9175197,2,Каталог > Бинокли > Бинокли ROOF,    └─ Бинокли ROOF,/collection/binokli-roof,895,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21328390
false,21328433,9175197,2,Каталог > Бинокли > Бинокли складные,    └─ Бинокли складные,/collection/binokli-skladnye,68,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21328433
false,21328451,9175197,2,Каталог > Бинокли > Бинокли для сумерек,    └─ Бинокли для сумерек,/collection/binokli-dlya-sumerek,128,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21328451
false,21328457,9175197,2,Каталог > Бинокли > Бинокли для стрельбы,    └─ Бинокли для стрельбы,/collection/binokli-dlya-strelby,28,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21328457
false,21351296,9175197,2,Каталог > Бинокли > Бинокли ED,    └─ Бинокли ED,/collection/binokli-ed,107,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21351296
false,21364987,9175197,2,Каталог > Бинокли > Немецкие бинокли,    └─ Немецкие бинокли,/collection/nemetskie-binokli,218,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21364987
false,21370904,9175197,2,Каталог > Бинокли > Американские бинокли,    └─ Американские бинокли,/collection/amerikanskie-binokli,305,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21370904
false,21370907,9175197,2,Каталог > Бинокли > Китайские бинокли,    └─ Китайские бинокли,/collection/kitayskie-binokli,172,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21370907
false,21370911,9175197,2,Каталог > Бинокли > Белорусские бинокли,    └─ Белорусские бинокли,/collection/belorusskie-binokli,29,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21370911
false,21370926,9175197,2,Каталог > Бинокли > Японские бинокли,    └─ Японские бинокли,/collection/yaponskie-binokli,105,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21370926
false,21375821,9175197,2,Каталог > Бинокли > Бинокли с компасом,    └─ Бинокли с компасом,/collection/binokli-s-kompasom,14,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21375821
false,21370983,9175197,2,Каталог > Бинокли > Бинокли со стабилизацией,    └─ Бинокли со стабилизацией,/collection/binokli-so-stabilizatsiey,18,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21370983
false,21370985,9175197,2,Каталог > Бинокли > Бинокли 4 кратные,    └─ Бинокли 4 кратные,/collection/binokli-4h,18,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21370985
false,21370991,9175197,2,Каталог > Бинокли > Бинокли 6 кратные,    └─ Бинокли 6 кратные,/collection/binokli-6-kratnye,19,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21370991
false,21371028,9175197,2,Каталог > Бинокли > Бинокли 7 кратные,    └─ Бинокли 7 кратные,/collection/binokli-7-kratnye,98,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21371028
false,21739199,21371028,3,Каталог > Бинокли > Бинокли 7 кратные > Бинокли 7х35,      └─ Бинокли 7х35,/collection/binokli-7h35,20,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21739199
false,21739224,21371028,3,Каталог > Бинокли > Бинокли 7 кратные > Бинокли 7х50,      └─ Бинокли 7х50,/collection/binokli-7h50,72,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21739224
false,21738939,9175197,2,Каталог > Бинокли > Бинокли 8 кратные,    └─ Бинокли 8 кратные,/collection/binokli-8-krat,539,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21738939
false,21739251,21738939,3,Каталог > Бинокли > Бинокли 8 кратные > Бинокли 8х21,      └─ Бинокли 8х21,/collection/binokli-8h21,72,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21739251
false,21376079,21738939,3,Каталог > Бинокли > Бинокли 8 кратные > Бинокли 8-24х50,      └─ Бинокли 8-24х50,/collection/binokli-8-24h50,8,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21376079
false,21376055,21738939,3,Каталог > Бинокли > Бинокли 8 кратные > Бинокли 8x25,      └─ Бинокли 8x25,/collection/binokli-8x25,79,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21376055
false,21376105,21738939,3,Каталог > Бинокли > Бинокли 8 кратные > Бинокли 8х30,      └─ Бинокли 8х30,/collection/binokli-8h30,42,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21376105
false,21739282,21738939,3,Каталог > Бинокли > Бинокли 8 кратные > Бинокли 8x32,      └─ Бинокли 8x32,/collection/binokli-8x32,48,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21739282
false,21376082,21738939,3,Каталог > Бинокли > Бинокли 8 кратные > Бинокли 8х40,      └─ Бинокли 8х40,/collection/binokli-8h40,46,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21376082
false,21739313,21738939,3,Каталог > Бинокли > Бинокли 8 кратные > Бинокли 8х42,      └─ Бинокли 8х42,/collection/binokli-8h42,142,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21739313
false,21376068,21738939,3,Каталог > Бинокли > Бинокли 8 кратные > Бинокли 8х50,      └─ Бинокли 8х50,/collection/binokli-8h50,14,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21376068
false,21376053,21738939,3,Каталог > Бинокли > Бинокли 8 кратные > Бинокли 8х56,      └─ Бинокли 8х56,/collection/binokli-8h56,22,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21376053
false,21738898,9175197,2,Каталог > Бинокли > Бинокли 10 кратные,    └─ Бинокли 10 кратные,/collection/binokli-10-kratnye,177,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21738898
false,21738977,21738898,3,Каталог > Бинокли > Бинокли 10 кратные > Бинокли 10х25,      └─ Бинокли 10х25,/collection/binokli-10h25,109,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21738977
false,21387609,21738898,3,Каталог > Бинокли > Бинокли 10 кратные > Бинокли 10х32,      └─ Бинокли 10х32,/collection/binokli-10h32,46,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21387609
false,21387589,21738898,3,Каталог > Бинокли > Бинокли 10 кратные > Бинокли 10х40,      └─ Бинокли 10х40,/collection/binokli-10h40,20,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21387589
false,21739023,21738898,3,Каталог > Бинокли > Бинокли 10 кратные > Бинокли 10х42,      └─ Бинокли 10х42,/collection/binokli-10h42,145,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21739023
false,21739109,21738898,3,Каталог > Бинокли > Бинокли 10 кратные > Бинокли 10х50,      └─ Бинокли 10х50,/collection/binokli-10h50,114,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21739109
false,21387654,21738898,3,Каталог > Бинокли > Бинокли 10 кратные > Бинокли 10-30x50,      └─ Бинокли 10-30x50,/collection/binokli-10-30x50,6,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21387654
false,21387646,21738898,3,Каталог > Бинокли > Бинокли 10 кратные > Бинокли 10-30x60,      └─ Бинокли 10-30x60,/collection/binokli-10-30x60,5,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21387646
false,21387682,9175197,2,Каталог > Бинокли > Бинокли 12 кратные,    └─ Бинокли 12 кратные,/collection/binokli-12-kratnye,134,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21387682
false,21739138,21387682,3,Каталог > Бинокли > Бинокли 12 кратные > Бинокли 12x25,      └─ Бинокли 12x25,/collection/binokli-12x25,23,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/21739138
