☑️,ID,Parent ID,Уровень,Путь в иерархии,Название категории,URL,Товаров,В наличии,SEO статус,AI статус,Обновлено,Админка
false,25978651,25211519,3,Каталог > Микроскопы > Микроскопы Levenhuk > Zeno Cash (карманные),      └─ Zeno Cash (карманные),/collection/zeno-cash-karmannye,9,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25978651
false,25978675,25211519,3,Каталог > Микроскопы > Микроскопы Levenhuk > Levenhuk 320,      └─ Levenhuk 320,/collection/levenhuk-320,2,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25978675
false,25978690,25211519,3,Каталог > Микроскопы > Микроскопы Levenhuk > Levenhuk 400,      └─ Levenhuk 400,/collection/levenhuk-400,5,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25978690
false,25978844,25211519,3,Каталог > Микроскопы > Микроскопы Levenhuk > Levenhuk 500,      └─ Levenhuk 500,/collection/levenhuk-500,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25978844
false,25212982,24914125,2,Каталог > Микроскопы > Микроскопы Bresser,    └─ Микроскопы Bresser,/collection/mikroskopy-bresser,43,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25212982
false,25979902,25212982,3,Каталог > Микроскопы > Микроскопы Bresser > Bresser Junior,      └─ Bresser Junior,/collection/bresser-junior,11,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25979902
false,25979916,25212982,3,Каталог > Микроскопы > Микроскопы Bresser > Bresser National Geographic,      └─ Bresser National Geographic,/collection/bresser-national-geographic-2,3,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25979916
false,25979964,25212982,3,Каталог > Микроскопы > Микроскопы Bresser > Bresser Erudit,      └─ Bresser Erudit,/collection/bresser-erudit,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25979964
false,25979981,25212982,3,Каталог > Микроскопы > Микроскопы Bresser > Bresser Science,      └─ Bresser Science,/collection/bresser-science,8,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25979981
false,25224746,24914125,2,Каталог > Микроскопы > Микроскопы Микромед,    └─ Микроскопы Микромед,/collection/mikroskopy-mikromed,45,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25224746
false,25224787,25224746,3,Каталог > Микроскопы > Микроскопы Микромед > Микромед Эврика,      └─ Микромед Эврика,/collection/mikroskopy-mikromed-evrika,9,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25224787
false,25224845,25224746,3,Каталог > Микроскопы > Микроскопы Микромед > Микромед Атом,      └─ Микромед Атом,/collection/mikroskopy-mikromed-atom,6,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25224845
false,25225071,24914125,2,Каталог > Микроскопы > Микроскопы Микмед,    └─ Микроскопы Микмед,/collection/mikroskopy-mikmed,7,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25225071
false,25225038,24914125,2,Каталог > Микроскопы > Микроскопы Биомед,    └─ Микроскопы Биомед,/collection/mikroskopy-biomed,9,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25225038
false,25830358,24914125,2,Каталог > Микроскопы > Микроскопы Discovery,    └─ Микроскопы Discovery,/collection/mikroskop-discovery,19,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25830358
false,25923980,24914125,2,Каталог > Микроскопы > Микроскопы Konus,    └─ Микроскопы Konus,/collection/mikroskopy-konus,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25923980
false,26064454,24914125,2,Каталог > Микроскопы > Все бренды микроскопов,    └─ Все бренды микроскопов,/collection/vse-brendy-2,247,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/26064454
false,27026975,24914125,2,Каталог > Микроскопы > Аксессуары для микроскопов,    └─ Аксессуары для микроскопов,/collection/aksessuary-dlya-mikroskopov,156,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/27026975
false,27042139,27026975,3,Каталог > Микроскопы > Аксессуары для микроскопов > Наборы микропрепаратов,      └─ Наборы микропрепаратов,/collection/nabory-mikropreparatov,15,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/27042139
false,27042255,27026975,3,Каталог > Микроскопы > Аксессуары для микроскопов > Насадки и адаптеры,      └─ Насадки и адаптеры,/collection/nasadki-i-adaptery,18,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/27042255
false,27042312,27026975,3,Каталог > Микроскопы > Аксессуары для микроскопов > Окуляры и объективы,      └─ Окуляры и объективы,/collection/okulyary-videookulyary-obektivy,62,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/27042312
false,27042368,27026975,3,Каталог > Микроскопы > Аксессуары для микроскопов > Конденсоры,      └─ Конденсоры,/collection/kondensory,6,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/27042368
false,27042446,27026975,3,Каталог > Микроскопы > Аксессуары для микроскопов > Лампы и светодиоды,      └─ Лампы и светодиоды,/collection/lampy-i-svetodiody,20,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/27042446
false,12028901,9069711,1,Каталог > Лупы,  └─ Лупы,/collection/lupy,259,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/12028901
false,25731085,12028901,2,Каталог > Лупы > Складные карманные,    └─ Складные карманные,/collection/lupy-skladnye-karmannye,48,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25731085
false,25731206,25731085,3,Каталог > Лупы > Складные карманные > Карманные с подсветкой,      └─ Карманные с подсветкой,/collection/lupy-karmannye-s-podsvetkoy,18,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25731206
false,25731000,12028901,2,Каталог > Лупы > С ручкой,    └─ С ручкой,/collection/lupy-s-ruchkoy,49,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25731000
false,25731160,25731000,3,Каталог > Лупы > С ручкой > Ручные с подсветкой,      └─ Ручные с подсветкой,/collection/lupy-ruchnye-s-podsvetkoy,25,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25731160
false,25731113,12028901,2,Каталог > Лупы > Налобные,    └─ Налобные,/collection/lupy-nalobnye,18,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25731113
false,25731300,25731113,3,Каталог > Лупы > Налобные > Налобные с подсветкой,      └─ Налобные с подсветкой,/collection/lupy-nalobnye-s-podsvetkoy,16,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25731300
false,25731389,12028901,2,Каталог > Лупы > Настольные,    └─ Настольные,/collection/lupy-nastolnye,20,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25731389
false,25732221,12028901,2,Каталог > Лупы > Электронные,    └─ Электронные,/collection/lupy-elektronnye,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25732221
false,25732723,12028901,2,Каталог > Лупы > Измерительные лупы,    └─ Измерительные лупы,/collection/lupy-izmeritelnye,23,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25732723
false,25731262,12028901,2,Каталог > Лупы > Лупы-очки,    └─ Лупы-очки,/collection/skladnye-lupy-ochki,23,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25731262
false,25731325,25731262,3,Каталог > Лупы > Лупы-очки > Бинокулярные на оправе,      └─ Бинокулярные на оправе,/collection/lupy-binokulyarnye-na-oprave,21,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25731325
false,25731360,12028901,2,Каталог > Лупы > Лупы-стаканы,    └─ Лупы-стаканы,/collection/lupy-stakany,9,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25731360
false,25732163,12028901,2,Каталог > Лупы > С подсветкой,    └─ С подсветкой,/collection/lupy-nastolnye-s-podsvetkoy,28,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25732163
false,25732133,12028901,2,Каталог > Лупы > Лупы-лампы,    └─ Лупы-лампы,/collection/lupy-lampy,15,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25732133
false,25732942,12028901,2,Каталог > Лупы > Линзы Френеля,    └─ Линзы Френеля,/collection/linzy-frenelya,11,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25732942
false,25731443,12028901,2,Каталог > Лупы > Лупы для пайки,    └─ Лупы для пайки,/collection/lupy-dlya-payki,13,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25731443
false,25732815,12028901,2,Каталог > Лупы > Ювелирные лупы,    └─ Ювелирные лупы,/collection/lupy-yuvelirnye,36,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25732815
false,25732858,12028901,2,Каталог > Лупы > Часовые лупы,    └─ Часовые лупы,/collection/lupy-chasovye,46,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25732858
false,25732972,12028901,2,Каталог > Лупы > Лупы для чтения,    └─ Лупы для чтения,/collection/lupy-dlya-chteniya,40,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25732972
false,25843517,12028901,2,Каталог > Лупы > Лупы Levenhuk,    └─ Лупы Levenhuk,/collection/lupy-levenhuk,32,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25843517
false,25843572,25843517,3,Каталог > Лупы > Лупы Levenhuk > Zeno Vizor,      └─ Zeno Vizor,/collection/lupy-nalobnye-levenhuk-zeno-vizor,10,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25843572
false,25843605,25843517,3,Каталог > Лупы > Лупы Levenhuk > Zeno Handy,      └─ Zeno Handy,/collection/lupy-ruchnye-levenhuk-zeno-handy,9,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25843605
false,25912933,12028901,2,Каталог > Лупы > Лупы Discovery,    └─ Лупы Discovery,/collection/lupy-discovery,12,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/25912933
false,26448944,12028901,2,Каталог > Лупы > Все бренды луп,    └─ Все бренды луп,/collection/vse-brendy-lup,45,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/26448944
false,18619458,9069711,1,Каталог > Фонари,  └─ Фонари,/collection/fonari,314,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619458
false,18619546,18619458,2,Каталог > Фонари > Налобные (Мультифонари),    └─ Налобные (Мультифонари),/collection/multifonari-nalobnye,72,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619546
false,18619547,18619458,2,Каталог > Фонари > Тактические,    └─ Тактические,/collection/takticheskie-fonari,97,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619547
false,20694128,18619458,2,Каталог > Фонари > Подствольные фонари,    └─ Подствольные фонари,/collection/podstvolnye-fonari,60,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694128
false,18619548,18619458,2,Каталог > Фонари > Карманные,    └─ Карманные,/collection/karmannye-fonari,139,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619548
false,18619551,18619458,2,Каталог > Фонари > Наключные фонари (брелоки),    └─ Наключные фонари (брелоки),/collection/naklyuchnye-breloki,21,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619551
false,18619549,18619458,2,Каталог > Фонари > Поисковые фонари,    └─ Поисковые фонари,/collection/poiskovye-fonari,14,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619549
false,18619550,18619458,2,Каталог > Фонари > Кемпинговые,    └─ Кемпинговые,/collection/kempingovye-fonari,145,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619550
false,20694100,18619458,2,Каталог > Фонари > Взрывозащищенные фонари,    └─ Взрывозащищенные фонари,/collection/vzryvozaschischennye-fonari,22,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694100
false,20694197,18619458,2,Каталог > Фонари > Искробезопасные фонари,    └─ Искробезопасные фонари,/collection/iskrobezopasnye-fonari,14,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694197
false,20694375,18619458,2,Каталог > Фонари > Противоударные фонари,    └─ Противоударные фонари,/collection/protivoudarnye-fonari,67,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694375
false,20694115,18619458,2,Каталог > Фонари > Водонепроницаемые фонари,    └─ Водонепроницаемые фонари,/collection/vodonepronitsaemye-fonari,171,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694115
false,20694126,18619458,2,Каталог > Фонари > Подводные фонари,    └─ Подводные фонари,/collection/podvodnye-fonari,24,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694126
false,20694129,18619458,2,Каталог > Фонари > Дальнобойные,    └─ Дальнобойные,/collection/dalnoboynye-fonari,65,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694129
false,20694193,20694129,3,Каталог > Фонари > Дальнобойные > Мощные фонари,      └─ Мощные фонари,/collection/moschnye-fonari,39,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694193
false,20694144,18619458,2,Каталог > Фонари > Аккумуляторные,    └─ Аккумуляторные,/collection/akkumulyatornye-fonari,171,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694144
false,20699550,20694144,3,Каталог > Фонари > Аккумуляторные > Со встроенным аккумулятором,      └─ Со встроенным аккумулятором,/collection/so-vstroennym-akkumulyatorom,26,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20699550
false,20694157,18619458,2,Каталог > Фонари > Фонари на батарейках,    └─ Фонари на батарейках,/collection/fonari-na-batareykah,66,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694157
false,20694176,18619458,2,Каталог > Фонари > Ручные фонари,    └─ Ручные фонари,/collection/ruchnye-fonari,116,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694176
false,20694191,18619458,2,Каталог > Фонари > Светодиодные,    └─ Светодиодные,/collection/svetodiodnye-fonari,178,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694191
false,20694182,20694191,3,Каталог > Фонари > Светодиодные > Led фонари,      └─ Led фонари,/collection/led-fonari,35,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694182
false,20694207,18619458,2,Каталог > Фонари > Автомобильные фонари,    └─ Автомобильные фонари,/collection/avtomobilnye-fonari,35,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694207
false,20694217,18619458,2,Каталог > Фонари > Сигнальные фонари,    └─ Сигнальные фонари,/collection/signalnye-fonari,38,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694217
false,18619562,18619458,2,Каталог > Фонари > Фонари-стробоскопы,    └─ Фонари-стробоскопы,/collection/stroboskop,56,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619562
false,18619561,18619458,2,Каталог > Фонари > Фонари с USB-зарядкой,    └─ Фонари с USB-зарядкой,/collection/usb-zaryadka,92,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619561
false,18619563,18619458,2,Каталог > Фонари > Фонари с красным светом,    └─ Фонари с красным светом,/collection/krasnyy-svet,21,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619563
false,18619564,18619458,2,Каталог > Фонари > Фонари с зеленым светом,    └─ Фонари с зеленым светом,/collection/zelyonyy-svet,9,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619564
false,20694094,18619458,2,Каталог > Фонари > Магнитные,    └─ Магнитные,/collection/magnitnye-fonari,53,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694094
false,20694203,18619458,2,Каталог > Фонари > Самозаряжающиеся фонари (Динамо),    └─ Самозаряжающиеся фонари (Динамо),/collection/samozaryazhayuschiesya-fonari,18,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694203
false,20694072,18619458,2,Каталог > Фонари > Лазерные фонари,    └─ Лазерные фонари,/collection/lazernye-fonari,17,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694072
false,20694215,18619458,2,Каталог > Фонари > Ультрафиолетовые фонари,    └─ Ультрафиолетовые фонари,/collection/ultrafioletovye-fonari,26,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694215
false,20694222,18619458,2,Каталог > Фонари > Фонари с функцией PowerBank,    └─ Фонари с функцией PowerBank,/collection/fonari-powerbank,20,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694222
false,18619554,18619458,2,Каталог > Фонари > Фонари для охоты,    └─ Фонари для охоты,/collection/ohota,94,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619554
false,18619555,18619458,2,Каталог > Фонари > Фонари для рыбалки,    └─ Фонари для рыбалки,/collection/rybalka,113,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619555
false,18619556,18619458,2,Каталог > Фонари > Фонари для самообороны,    └─ Фонари для самообороны,/collection/samooborona,62,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619556
false,18619557,18619458,2,Каталог > Фонари > Фонари для дайвинга и подводной охоты,    └─ Фонари для дайвинга и подводной охоты,/collection/dayving-i-podvodnaya-ohota,24,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619557
false,18619558,18619458,2,Каталог > Фонари > Фонари для бега,    └─ Фонари для бега,/collection/beg,80,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619558
false,18619559,18619458,2,Каталог > Фонари > Велосипедные,    └─ Велосипедные,/collection/velosipednye-progulki,64,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619559
false,20694089,18619458,2,Каталог > Фонари > Армейские,    └─ Армейские,/collection/armeyskie-fonari,65,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694089
false,20694108,18619458,2,Каталог > Фонари > Туристические,    └─ Туристические,/collection/turisticheskie-fonari,167,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694108
false,20694162,18619458,2,Каталог > Фонари > Профессиональные фонари,    └─ Профессиональные фонари,/collection/professionalnye-fonari,39,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20694162
false,20687566,18619458,2,Каталог > Фонари > Фонари Армитек (Armytek),    └─ Фонари Армитек (Armytek),/collection/fonari-armytek,147,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/20687566
false,18619535,20687566,3,Каталог > Фонари > Фонари Армитек (Armytek) > Barracuda,      └─ Barracuda,/collection/barracuda-2,4,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619535
false,18619536,20687566,3,Каталог > Фонари > Фонари Армитек (Armytek) > Dobermann,      └─ Dobermann,/collection/dobermann,8,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619536
false,18619537,20687566,3,Каталог > Фонари > Фонари Армитек (Armytek) > Elf,      └─ Elf,/collection/elf,11,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619537
false,18619538,20687566,3,Каталог > Фонари > Фонари Армитек (Armytek) > Partner,      └─ Partner,/collection/partner,22,0,⚠️ Требуется,Не обработано,Wed Oct 29 2025 17:58:43 GMT+0300 (Moscow Standard Time),https://myshop-on665.myinsales.ru/admin2/collections/18619538
